t_us,lat_us,aiming,hasTarget,classId,conf,cx,cy,w,h,emit_dx,emit_dy,mscale_x,mscale_y,inject_cum_x
3032169,1156,1,1,1,0.466359,150.053,151.885,15.1367,17.582,-2,0,1,1,0
3038643,1158,1,1,1,0.673191,149.734,151.641,14.8125,17.1875,-3,0,1,1,0
3045721,1158,1,1,1,0.709825,149.314,151.672,15.6055,17.2031,-3,0,1,1,0
3052699,1165,1,1,1,0.714628,149.414,151.67,14.9219,17.4102,-2,0,1,1,0
3059973,1159,1,1,1,0.538983,149.373,151.807,15.293,17.918,-3,0,1,1,0
3066520,1156,1,1,1,0.473657,149.262,151.742,15.5234,17.8438,-3,0,1,1,0
3073374,1158,1,1,1,0.230575,148.531,151.629,15.5938,17.5859,-3,0,1,1,0
3080626,1158,1,1,1,0.758509,147.891,151.488,15.625,17.4609,-3,0,1,1,0
3087377,1158,1,1,1,0.719384,147.949,151.607,15.0859,17.3242,-4,0,1,1,0
3094367,1158,1,1,1,0.746879,147.68,151.141,15.625,16.6406,-3,0,1,1,0
3101610,1159,1,1,1,0.781997,147.633,150.84,15.4844,17.6484,-4,0,1,1,0
3108687,1158,1,1,1,0.670608,148.082,150.66,14.6719,17.1641,-3,0,1,1,0
3115310,1163,1,1,1,0.615088,147.787,150.832,14.4414,17.1484,-4,0,1,1,0
3122125,1157,1,1,1,0.605799,147.949,150.703,14.9141,17.125,-3,0,1,1,0
3129070,1159,1,1,1,0.652241,148.016,150.553,15.1719,17.4023,-4,0,1,1,0
3136080,1157,1,1,1,0.335895,147.584,149.934,14.5898,17.1797,-3,0,1,1,0
3142911,1156,1,1,1,0.659296,152.847,150.719,15.4629,17.4062,-2,0,1,1,0
3150097,1165,1,1,1,0.705785,154.062,154.258,15.0312,17.25,-1,0,1,1,0
3157114,1158,1,1,1,0.675764,152.385,153.143,14.3242,17.5586,-2,0,1,1,0
3163943,1155,1,1,1,0.665411,146.926,152.836,14.6641,17.1719,-3,0,1,1,0
3171031,1154,1,1,1,0.358466,146.312,150.543,14.4844,17.5859,-4,0,1,1,0
3177729,1157,1,1,1,0.486332,151.742,148.182,15.6094,19.1758,-3,0,1,1,0
3184637,1158,1,1,1,0.783326,148.785,149.07,14.8047,17.2031,-3,0,1,1,0
3191406,1158,1,1,1,0.319546,151.643,148.467,15.043,18.1211,-2,-1,1,1,0
3198267,1167,1,1,1,0.399812,153.77,148.273,14.7734,19.7031,-1,0,1,1,0
3205306,1158,1,1,1,0.785308,156.812,148.553,15.4531,16.8633,0,0,1,1,0
3213226,1158,1,1,1,0.764186,158.369,149.75,15.8711,17.0625,0,0,1,1,0
3219957,1157,1,1,1,0.520496,159.516,148.824,15.9844,19.0859,0,-1,1,1,0
