t_us,lat_us,aiming,hasTarget,classId,conf,cx,cy,w,h,emit_dx,emit_dy,mscale_x,mscale_y,inject_cum_x
520261,3275,0,1,0,0.530723,144.238,254.5,47.2109,64.625,-2,1,0.5,0.5,0
524542,3274,0,1,0,0.438304,144.18,252.25,44.1406,63.875,-1,1,0.5,0.5,0
530002,3269,0,0,-1,0,0,0,0,0,0,0,0,0,0
533649,3271,0,1,0,0.713033,139.82,237.344,41.5156,71.6875,-1,0,0.5,0.5,0
537762,3269,0,1,0,0.402627,134.973,237.891,42.8047,66.8438,-3,1,0.5,0.5,0
543959,3276,0,1,0,0.482429,132.367,235.406,38.7656,59.875,-3,1,0.5,0.5,0
549619,3273,0,1,0,0.319546,130.094,235.312,39.625,60.4375,-2,1,0.5,0.5,0
553680,3273,0,1,0,0.277473,131,231.422,36.3125,62.0312,-2,0,0.5,0.5,0
558090,3275,0,1,0,0.257951,129.875,231.969,35.7812,60,-3,1,0.5,0.5,0
563020,3272,0,1,0,0.258325,138.594,229.312,23.75,60.5625,-1,1,0.5,0.5,0
566807,3273,0,1,0,0.430626,131.715,232.906,37.4297,56.0625,-3,1,0.5,0.5,0
570792,3277,0,1,0,0.596433,131.758,233.25,35.9844,56.3125,-2,0,0.5,0.5,0
574181,3272,0,1,0,0.62932,132.367,235.719,37.5156,60.4375,-3,1,0.5,0.5,0
578091,3273,0,1,0,0.348202,138.445,235.609,27.7031,57.1562,-1,1,0.5,0.5,0
583567,3276,0,1,0,0.250913,139.957,235.523,25.7734,61.0469,-2,1,0.5,0.5,0
587750,3274,0,1,0,0.304869,144.73,242.969,20.8203,56.4375,-1,1,0.5,0.5,0
591963,3277,0,1,0,0.295433,146.312,236.031,22.4375,64,-1,1,0.5,0.5,0
597882,3275,0,1,0,0.402157,137.75,239.844,31.0312,60.5625,-1,0,0.5,0.5,0
603594,3272,0,1,0,0.563138,141.301,237.867,34.3047,64.1719,-2,1,0.5,0.5,0
610084,3284,0,1,0,0.253121,149.41,238.453,20.6328,61.9688,0,1,0.5,0.5,0
613981,3275,0,1,0,0.365683,150.697,239.703,21.1914,63.0938,-1,1,0.5,0.5,0
619793,3268,0,1,0,0.298696,145.086,239.297,31.2031,69.9688,-1,1,0.5,0.5,0
624387,3274,0,1,0,0.291787,145.828,239.133,31.875,65.1406,-1,1,0.5,0.5,0
629878,3270,0,1,0,0.519521,147.055,238.594,28.2969,71.4375,-1,1,0.5,0.5,0
634037,3271,0,1,0,0.533641,147.426,239.719,29.2578,69.4375,0,0,0.5,0.5,0
640457,3272,0,1,0,0.627496,146.172,237.891,23.9062,59.2812,-1,1,0.5,0.5,0
644122,3271,0,1,0,0.444083,146.352,237.094,23.1406,58.0625,-1,1,0.5,0.5,0
650157,3273,0,1,0,0.560734,148.348,234.281,22.4453,62.75,-1,1,0.5,0.5,0
653615,3273,0,1,0,0.648243,150.914,227.469,25.2344,70.9375,-1,1,0.5,0.5,0
657521,3272,0,1,0,0.289773,151.531,221.656,27.5,59.25,0,0,0.5,0.5,0
661441,3257,0,0,-1,0,0,0,0,0,0,0,0,0,0
665132,3276,0,1,0,0.277865,151.664,214.891,29.0781,59.3438,0,0,0.5,0.5,0
670233,3276,0,1,0,0.350421,152.066,207.121,25.2422,36.4922,-1,0,0.5,0.5,0
674120,3273,0,1,0,0.425367,153.34,202.986,25.2578,44.8477,-1,1,0.5,0.5,0
680190,3276,0,1,0,0.433981,153.264,198.742,22.9727,34.5469,0,0,0.5,0.5,0
683662,3273,0,1,0,0.261896,151.414,204.5,36.4531,67,0,0,0.5,0.5,0
688039,3274,0,1,0,0.296247,154.066,202.992,26.1172,54.9844,-1,1,0.5,0.5,0
693709,3272,0,1,0,0.496582,157.625,198.25,27.5,65.1875,0,0,0.5,0.5,0
697577,3271,0,1,0,0.276691,157.629,194.203,28.3203,68.7188,0,0,0.5,0.5,0
701437,3275,0,1,0,0.516596,158.898,195.828,29.6094,73.3438,0,0,0.5,0.5,0
706946,3273,0,1,0,0.450359,159.039,193.469,29.1719,64.0625,0,0,0.5,0.5,0
711286,3275,0,1,0,0.253121,158.742,192.875,26.1406,63.125,0,0,0.5,0.5,0
717134,3277,0,1,0,0.37182,158.973,193.414,29.0547,70.9219,0,0,0.5,0.5,0
721026,3276,0,1,0,0.401688,159.047,193.445,30.5312,67.1094,0,0,0.5,0.5,0
726779,3275,0,1,0,0.524395,159.746,190.844,29.0703,68.0625,0,0,0.5,0.5,0
730470,3273,0,1,0,0.45423,158.602,191.031,26.2031,68,0,0,0.5,0.5,0
734817,3273,0,1,0,0.422505,156.195,188.172,29.2188,70.2812,0,1,0.5,0.5,0
740393,3275,0,1,0,0.38445,154.828,189.078,30.0938,66.6562,0,0,0.5,0.5,0
743845,3275,0,1,0,0.352648,154.727,184.312,29.7656,62.875,-1,0,0.5,0.5,0
748210,3281,0,1,0,0.334589,154.746,184.312,25.2891,60.875,0,0,0.5,0.5,0
753584,3274,0,1,0,0.555917,153.695,183.938,27.9844,65.375,0,0,0.5,0.5,0
757660,3276,0,1,0,0.362518,151.473,181.891,27.3828,71.2812,0,0,0.5,0.5,0
764101,3276,0,1,0,0.279042,152.482,181.844,22.0898,61.5,-1,0,0.5,0.5,0
768394,3276,0,1,0,0.306942,150.02,185.266,25.3516,56.9688,0,0,0.5,0.5,0
773710,3276,0,1,0,0.353987,148.926,182.906,25.4141,69.3125,-1,0,0.5,0.5,0
778072,3276,0,1,0,0.426322,150.168,182.672,21.2109,61.9062,-1,0,0.5,0.5,0
781376,3282,0,1,0,0.539469,149.402,182.906,23.8047,62.25,0,0,0.5,0.5,0
787422,3278,0,1,0,0.26303,148.316,185.594,23.7109,56.8125,-1,0,0.5,0.5,0
790889,3273,0,1,0,0.437343,149.062,185.766,22.25,59.4062,0,0,0.5,0.5,0
796973,3276,0,1,0,0.380299,147.441,189.93,20.3047,54.6094,-1,0,0.5,0.5,0
800794,3280,0,1,0,0.295026,139.922,191.828,35.8125,65.0938,-2,0,0.5,0.5,0
804638,3274,0,1,0,0.364777,139.984,191.734,36.2188,66.4062,-2,0,0.5,0.5,0
809049,3277,0,1,0,0.29972,142.172,194.18,24.1875,58.2031,-1,0,0.5,0.5,0
814827,3274,0,1,0,0.619241,134.832,195.383,43.4609,67.1406,-2,0,0.5,0.5,0
820978,3276,0,1,0,0.479504,133.68,197.406,38.7031,61.8125,-2,0,0.5,0.5,0
825405,3278,0,1,0,0.573678,132.75,197.992,43.125,62.9844,-3,0,0.5,0.5,0
831731,3270,0,1,0,0.420124,136.375,201.102,29.1875,53.9531,-2,1,0.5,0.5,0
837470,3275,0,1,0,0.262084,133.477,201.219,34.7656,57.375,-2,0,0.5,0.5,0
841827,3275,0,1,0,0.539954,134.695,198.32,26.8594,57.8906,-3,0,0.5,0.5,0
845553,3275,0,1,0,0.285372,132.723,200.062,33.2578,57.375,-2,0,0.5,0.5,0
850998,3276,1,1,0,0.619701,132.391,202.43,36.1562,54.7344,-3,1,0.5,0.5,0
857289,3274,1,1,0,0.465873,130.539,202.484,36.9219,56.2188,-3,0,0.5,0.5,0
